# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 04:42:23 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '% b%'   nejvnitrnejsi planety
# CONSTRAINT:  and pl_orbperstr not null            znama perioda obehu
# CONSTRAINT:  and pl_orbsmaxstr not null           znama hl. poloosa
# CONSTRAINT:  and pl_radestr not null              znamy polomer planety
# CONSTRAINT:  and pl_bmassestr not null            znama hmotnost planety
# CONSTRAINT:  and pl_bmassprov like '%mass%'       hmotnost dokazana
# CONSTRAINT:  and pl_orbeccenstr not null)         znama vystrednost
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim
TOI-4603 b,1,1,Transit,2023,0,7.24599000,0.00022000,-0.00021000,0,0.088800,0.001000,-0.001000,0,11.680,0.426,-0.392,0,1.042,0.038,-0.035,0,4096.80817,184.34048,-181.16219,0,12.89000,0.58000,-0.57000,0,Mass,0.325000,0.020000,-0.020000,0,0,1.77,0.06,-0.06,0
TOI-4641 b,1,1,Transit,2023,0,22.09341000,0.00005100,-0.00004700,0,0.173000,0.015000,-0.015000,0,8.183,0.291,-0.314,0,0.730,0.026,-0.028,0,1229.99594,,,1,3.87000,,,1,Mass,0.074000,,,1,0,1.41,0.07,-0.06,0
TOI-465 b,1,1,Transit,2017,0,3.83616230,0.00000150,-0.00000150,0,0.045800,0.000800,-0.000900,0,6.028,0.128,-0.120,0,0.538,0.011,-0.011,0,41.80000,2.90000,-2.90000,0,0.13152,0.00912,-0.00912,0,Mass,0.000000,,,0,0,0.87,0.03,-0.03,0
TOI-4791 b,1,1,Transit,2023,0,4.28088000,0.00002200,-0.00002300,0,0.055500,0.001100,-0.001200,0,12.442,0.560,-0.560,0,1.110,0.050,-0.050,0,734.18362,101.70509,-104.88337,0,2.31000,0.32000,-0.33000,0,Mass,0.000000,,,0,0,1.24,0.07,-0.08,0
TOI-480 b,1,1,Transit,2024,0,6.86619600,0.00001400,-0.00001400,0,0.077000,0.001000,-0.001000,0,2.854,0.132,-0.102,0,0.255,0.012,-0.009,0,20.80000,4.40000,-4.20000,0,0.06544,0.01384,-0.01321,0,Mass,0.000000,,,0,0,1.28,0.03,-0.03,0
TOI-481 b,1,1,Transit,2020,0,10.33111000,0.00002000,-0.00002000,0,0.097000,0.001000,-0.001000,0,11.097,0.112,-0.112,0,0.990,0.010,-0.010,0,486.27990,9.53490,-9.53490,0,1.53000,0.03000,-0.03000,0,Mass,0.153000,0.006000,-0.007000,0,0,1.14,0.02,-0.01,0
TOI-4860 b,1,1,Transit,2023,0,1.52275910,0.00000030,-0.00000030,0,0.018080,0.000150,-0.000150,0,8.700,0.400,-0.400,0,0.770,0.030,-0.030,0,86.70000,1.90000,-1.90000,0,0.27300,0.00600,-0.00600,0,Mass,0.008000,0.013000,-0.006000,0,0,0.34,0.01,-0.01,0
TOI-500 b,1,4,Transit,2022,0,0.54817700,0.00001900,-0.00001900,0,0.011890,0.000410,-0.000400,0,1.166,0.061,-0.058,0,0.104,0.005,-0.005,0,1.42000,0.18000,-0.18000,0,0.00447,0.00057,-0.00057,0,Mass,0.063000,0.073000,-0.044000,0,0,0.74,0.02,-0.02,0
TOI-5153 b,1,1,Transit,2022,0,20.33003000,0.00007000,-0.00007000,0,0.158000,0.006000,-0.006000,0,11.882,0.448,-0.448,0,1.060,0.040,-0.040,0,1036.12061,57.20911,-54.03083,0,3.26000,0.18000,-0.17000,0,Mass,0.091000,0.024000,-0.026000,0,0,1.24,0.07,-0.07,0
TOI-519 b,1,1,Transit,2021,0,1.26523280,0.00000050,-0.00000050,0,0.015900,0.000100,-0.000100,0,11.545,0.336,-0.336,0,1.030,0.030,-0.030,0,147.15455,26.06193,-27.96890,0,0.46300,0.08200,-0.08800,0,Mass,0.330000,,,1,0,0.34,0.01,-0.01,0
TOI-5205 b,1,1,Transit,2023,0,1.63075700,0.00000100,-0.00000100,0,0.019900,0.000200,-0.000200,0,11.600,0.300,-0.300,0,1.030,0.030,-0.030,0,343.00000,18.00000,-17.00000,0,1.08000,0.06000,-0.06000,0,Mass,0.020000,0.020000,-0.014000,0,0,0.39,0.02,-0.02,0
TOI-5232 b,1,1,Transit,2024,0,4.09666920,0.00000670,-0.00000670,0,0.055930,0.000900,-0.001000,0,12.778,0.572,-0.504,0,1.140,0.051,-0.045,0,743.71847,50.85255,-50.85255,0,2.34000,0.16000,-0.16000,0,Mass,0.035000,0.034000,-0.024000,0,0,1.39,0.07,-0.07,0
TOI-5293 A b,2,1,Transit,2023,0,2.93028900,0.00000400,-0.00000400,0,0.034000,0.004000,-0.003000,0,11.900,0.400,-0.400,0,1.060,0.040,-0.040,0,170.40000,21.80000,-21.90000,0,0.54000,0.07000,-0.07000,0,Mass,0.380000,,,1,0,0.54,0.02,-0.02,0
TOI-530 b,1,1,Transit,2021,0,6.38759700,0.00001900,-0.00001800,0,0.052000,0.005000,-0.004000,0,9.303,0.673,-0.673,0,0.830,0.060,-0.060,0,127.13136,28.60456,-31.78284,0,0.40000,0.09000,-0.10000,0,Mass,0.000000,,,0,0,0.53,0.02,-0.02,0
TOI-5301 b,1,1,Transit,2024,0,5.85885800,0.00001600,-0.00001600,0,0.073000,0.001100,-0.001100,0,13.092,0.852,-0.785,0,1.168,0.076,-0.070,0,1182.32167,117.59651,-117.59651,0,3.72000,0.37000,-0.37000,0,Mass,0.330000,0.110000,-0.100000,0,0,1.48,0.08,-0.14,0
TOI-532 b,1,1,Transit,2021,0,2.32665080,0.00000300,-0.00000300,0,0.029600,0.000350,-0.000350,0,5.820,0.190,-0.190,0,0.519,0.017,-0.017,0,61.50000,9.70000,-9.30000,0,0.19350,0.03052,-0.02926,0,Mass,0.000000,,,0,0,0.64,0.02,-0.02,0
TOI-5344 b,1,1,Transit,2023,0,3.79262200,0.00000620,-0.00000620,0,0.040410,0.000750,-0.000750,0,10.604,0.235,-0.235,0,0.946,0.021,-0.021,0,130.94530,12.71314,-12.71314,0,0.41200,0.04000,-0.04000,0,Mass,0.054000,,,1,0,0.61,0.03,-0.03,0
TOI-5398 b,1,2,Transit,2022,0,10.59054700,0.00001200,-0.00001100,0,0.098000,0.005000,-0.005000,0,10.300,0.400,-0.400,0,0.919,0.036,-0.036,0,58.70000,5.70000,-5.60000,0,0.18469,0.01793,-0.01762,0,Mass,0.130000,,,1,0,1.15,0.01,-0.01,0
TOI-544 b,1,2,Transit,2022,0,1.54835200,0.00000200,-0.00000200,0,0.022500,0.000200,-0.000200,0,2.018,0.076,-0.076,0,0.180,0.007,-0.007,0,2.89000,0.48000,-0.48000,0,0.00909,0.00151,-0.00151,0,Mass,0.000000,,,0,0,0.63,0.02,-0.02,0
TOI-554 b,1,2,Transit,2023,0,7.04914230,0.00000950,-0.00000950,0,0.076000,0.001000,-0.001000,0,2.545,0.112,-0.083,0,0.227,0.010,-0.007,0,8.70000,2.70000,-2.60000,0,0.02737,0.00850,-0.00818,0,Mass,0.000000,,,0,0,1.25,0.02,-0.02,0
TOI-5542 b,1,1,Transit,2022,0,75.12375000,0.00019000,-0.00018000,0,0.332000,0.016000,-0.016000,0,11.310,0.404,-0.392,0,1.009,0.036,-0.035,0,419.53350,31.78284,-31.78284,0,1.32000,0.10000,-0.10000,0,Mass,0.018000,0.026000,-0.013000,0,0,0.89,0.06,-0.03,0
TOI-558 b,1,1,Transit,2021,0,14.57407100,0.00002600,-0.00002600,0,0.129100,0.002000,-0.002100,0,12.173,0.460,-0.426,0,1.086,0.041,-0.038,0,1147.36055,47.67426,-47.67426,0,3.61000,0.15000,-0.15000,0,Mass,0.298000,0.022000,-0.020000,0,0,1.35,0.06,-0.07,0
TOI-559 b,1,1,Transit,2021,0,6.98390950,0.00000510,-0.00000510,0,0.072300,0.001300,-0.001300,0,12.229,0.314,-0.280,0,1.091,0.028,-0.025,0,1910.14873,76.27882,-73.10053,0,6.01000,0.24000,-0.23000,0,Mass,0.151000,0.012000,-0.011000,0,0,1.03,0.06,-0.06,0
TOI-561 b,1,4,Transit,2020,0,0.44656880,0.00000070,-0.00000080,0,0.010600,0.000100,-0.000100,0,1.425,0.037,-0.037,0,0.127,0.003,-0.003,0,2.00000,0.23000,-0.23000,0,0.00629,0.00072,-0.00072,0,Mass,0.000000,,,0,0,0.81,0.04,-0.04,0
TOI-564 b,1,1,Transit,2020,0,1.65114400,0.00001800,-0.00001800,0,0.027340,0.000610,-0.000530,0,11.433,7.958,-3.251,0,1.020,0.710,-0.290,0,464.98529,31.78300,-30.51168,0,1.46300,0.10000,-0.09600,0,Mass,0.072000,0.083000,-0.050000,0,0,1.00,0.07,-0.06,0
TOI-5678 b,1,1,Transit,2023,0,47.73022000,0.00014000,-0.00013000,0,0.249000,0.005000,-0.005000,0,4.910,0.080,-0.080,0,0.438,0.007,-0.007,0,20.00000,4.00000,-4.00000,0,0.06293,0.01259,-0.01259,0,Mass,0.140000,0.070000,-0.070000,0,0,0.91,0.04,-0.04,0
TOI-615 b,1,1,Transit,2023,0,4.66159830,0.00000250,-0.00000160,0,0.067800,0.003100,-0.002600,0,18.977,0.583,-0.639,0,1.693,0.052,-0.057,0,138.25536,27.33324,-26.06193,0,0.43500,0.08600,-0.08200,0,Mass,0.390000,,,1,0,1.45,0.09,-0.09,0
TOI-622 b,1,1,Transit,2023,0,6.40251300,0.00003100,-0.00005400,0,0.070800,0.005200,-0.005900,0,9.236,0.314,-0.325,0,0.824,0.028,-0.029,0,96.30201,21.93016,-22.88365,0,0.30300,0.06900,-0.07200,0,Mass,0.420000,,,1,0,1.31,0.08,-0.08,0
TOI-628 b,1,1,Transit,2021,0,3.40956750,0.00000700,-0.00000690,0,0.048600,0.000800,-0.000940,0,11.882,0.460,-0.381,0,1.060,0.041,-0.034,0,2011.86390,92.17070,-98.52730,0,6.33000,0.29000,-0.31000,0,Mass,0.072000,0.021000,-0.023000,0,0,1.31,0.07,-0.07,0
TOI-640 b,1,1,Transit,2021,0,5.00377750,0.00000480,-0.00000480,0,0.066080,0.000980,-0.001100,0,19.851,0.673,-0.628,0,1.771,0.060,-0.056,0,279.69040,50.85280,-50.85280,0,0.88000,0.16000,-0.16000,0,Mass,0.050000,0.054000,-0.035000,0,0,1.54,0.07,-0.08,0
TOI-669 b,1,1,Transit,2023,0,3.94515200,0.00001800,-0.00001800,0,0.048000,0.001000,-0.001000,0,2.586,0.130,-0.110,0,0.231,0.012,-0.010,0,10.00000,1.40000,-1.40000,0,0.03146,0.00440,-0.00440,0,Mass,0.000000,,,0,0,0.92,0.03,-0.03,0
TOI-674 b,1,1,Transit,2021,0,1.97714300,0.00000300,-0.00000300,0,0.025000,0.000800,-0.000800,0,5.250,0.170,-0.170,0,0.468,0.015,-0.015,0,23.60000,3.30000,-3.30000,0,0.07425,0.01038,-0.01038,0,Mass,0.000000,,,0,0,0.42,0.01,-0.01,0
TOI-677 b,1,1,Transit,2020,0,11.23660000,0.00011000,-0.00011000,0,0.103800,0.001700,-0.001700,0,13.115,0.336,-0.336,0,1.170,0.030,-0.030,0,392.83788,21.93027,-21.29461,0,1.23600,0.06900,-0.06700,0,Mass,0.435000,0.024000,-0.024000,0,0,1.18,0.06,-0.06,0
TOI-733 b,1,1,Transit,2023,0,4.88476500,0.00001900,-0.00002400,0,0.061800,0.003600,-0.003900,0,1.992,0.085,-0.090,0,0.178,0.008,-0.008,0,5.72000,0.70000,-0.68000,0,0.01800,0.00220,-0.00214,0,Mass,0.046000,0.056000,-0.033000,0,0,0.96,0.05,-0.03,0
TOI-762 A b,2,1,Transit,2024,0,3.47168260,0.00000072,-0.00000072,0,0.034180,0.000650,-0.000650,0,8.339,0.191,-0.191,0,0.744,0.017,-0.017,0,79.77493,13.34879,-13.34879,0,0.25100,0.04200,-0.04200,0,Mass,0.083000,,,1,0,0.44,0.03,-0.03,0
TOI-763 b,1,2,Transit,2020,0,5.60570000,0.00130000,-0.00130000,0,0.060000,0.000600,-0.000600,0,2.280,0.110,-0.110,0,0.203,0.010,-0.010,0,9.79000,0.78000,-0.78000,0,0.03080,0.00245,-0.00245,0,Mass,0.040000,0.040000,-0.030000,0,0,0.92,0.03,-0.03,0
TOI-776 b,1,2,Transit,2020,0,8.24662000,0.00002400,-0.00003100,0,0.065300,0.001400,-0.001600,0,1.798,0.078,-0.077,0,0.160,0.007,-0.007,0,5.00000,1.60000,-1.60000,0,0.01573,0.00503,-0.00503,0,Mass,0.052000,0.037000,-0.035000,0,0,0.54,0.04,-0.04,0
TOI-778 b,1,1,Transit,2023,0,4.63361100,0.00000100,-0.00000100,0,0.060000,0.003000,-0.003000,0,15.400,0.500,-0.500,0,1.370,0.040,-0.040,0,878.00000,77.00000,-72.00000,0,2.80000,0.20000,-0.20000,0,Mass,0.210000,0.040000,-0.040000,0,0,1.40,0.05,-0.05,0
TOI-782 b,1,1,Transit,2024,0,8.02400150,0.00000770,-0.00000720,0,0.057800,0.001800,-0.001800,0,2.734,0.085,-0.085,0,0.244,0.008,-0.008,0,19.10000,,,1,0.06010,,,1,Mass,0.190000,0.090000,-0.110000,0,0,0.40,0.01,-0.01,0
TOI-784 b,1,1,Transit,2023,0,2.79703650,0.00000310,-0.00000300,0,0.038000,0.001000,-0.001000,0,1.930,0.110,-0.090,0,0.172,0.010,-0.008,0,9.67000,0.83000,-0.82000,0,0.03043,0.00261,-0.00258,0,Mass,0.000000,,,0,0,0.91,0.10,-0.10,0
TOI-815 b,2,2,Transit,2024,0,11.19725900,0.00001800,-0.00001700,0,0.090300,0.001800,-0.001900,0,2.940,0.050,-0.050,0,0.262,0.004,-0.004,0,7.60000,1.50000,-1.40000,0,0.02391,0.00472,-0.00440,0,Mass,0.200000,,,1,0,0.78,0.04,-0.04,0
TOI-836 b,1,2,Transit,2023,0,3.81673000,0.00001000,-0.00001000,0,0.042200,0.000930,-0.000930,0,1.704,0.067,-0.067,0,0.152,0.006,-0.006,0,4.53000,0.92000,-0.86000,0,0.01425,0.00289,-0.00271,0,Mass,0.053000,0.042000,-0.042000,0,0,0.68,0.05,-0.04,0
TOI-849 b,1,1,Transit,2020,0,0.76554800,0.00005300,-0.00005300,0,0.015500,0.000300,-0.000300,0,3.640,0.380,-0.380,0,0.325,0.034,-0.034,0,41.80000,2.50000,-2.40000,0,0.13152,0.00787,-0.00755,0,Mass,0.000000,,,0,0,0.97,0.04,-0.04,0
TOI-858 B b,2,1,Transit,2023,0,3.27971780,0.00000140,-0.00000140,0,0.044350,0.001000,-0.000980,0,14.067,0.437,-0.437,0,1.255,0.039,-0.039,0,349.61125,25.42627,-22.24799,0,1.10000,0.08000,-0.07000,0,Mass,0.150000,,,1,0,1.08,0.08,-0.07,0
TOI-892 b,1,1,Transit,2020,0,10.62656000,0.00007000,-0.00007000,0,0.092000,0.005000,-0.005000,0,11.994,0.224,-0.224,0,1.070,0.020,-0.020,0,301.93850,22.24810,-22.24810,0,0.95000,0.07000,-0.07000,0,Mass,0.125000,,,1,0,1.28,0.03,-0.02,0
TOI-905 b,1,1,Transit,2020,0,3.73949400,0.00003800,-0.00003800,0,0.046660,0.000960,-0.001100,0,13.126,0.594,-0.572,0,1.171,0.053,-0.051,0,211.99261,13.34886,-13.03103,0,0.66700,0.04200,-0.04100,0,Mass,0.024000,0.025000,-0.017000,0,0,0.97,0.06,-0.07,0
TOI-908 b,1,1,Transit,2023,0,3.18379200,0.00000700,-0.00000700,0,0.041657,0.000002,-0.000002,0,3.186,0.155,-0.155,0,0.284,0.014,-0.014,0,16.13700,4.11200,-4.03900,0,0.05077,0.01294,-0.01271,0,Mass,0.132000,0.091000,-0.091000,0,0,0.95,0.01,-0.01,0
TOI-942 b,3,2,Transit,2020,0,4.32421000,0.00001900,-0.00001900,0,0.048660,0.000160,-0.000130,0,3.890,0.250,-0.230,0,0.347,0.022,-0.021,0,826.35800,,,1,2.60000,,,1,Mass,0.340000,0.100000,-0.140000,0,0,0.82,0.01,-0.01,0
TOI-954 b,1,1,Transit,2020,0,3.68497290,0.00000270,-0.00000280,0,0.049630,0.000890,-0.000900,0,9.550,0.594,-0.695,0,0.852,0.053,-0.062,0,55.30242,5.72094,-5.40311,0,0.17400,0.01800,-0.01700,0,Mass,0.140000,0.180000,-0.110000,0,0,1.20,0.07,-0.06,0
TRAPPIST-1 b,1,7,Transit,2016,0,1.51082600,0.00000600,-0.00000600,0,0.011540,0.000100,-0.000100,0,1.116,0.014,-0.012,0,0.100,0.001,-0.001,0,1.37400,0.06900,-0.06900,0,0.00432,0.00022,-0.00022,0,Mass,0.006220,0.003040,-0.003040,0,1,0.09,0.00,0.00,0
TrES-1 b,2,1,Transit,2004,0,3.03007000,0.00000800,-0.00000800,0,0.039250,0.000560,-0.000600,0,12.666,0.673,-0.673,0,1.130,0.060,-0.060,0,266.97720,34.96130,-34.96130,0,0.84000,0.11000,-0.11000,0,Mass,0.000000,,,0,0,1.04,0.19,-0.19,0
TrES-2 b,2,1,Transit,2006,0,2.47063000,0.00001000,-0.00001000,0,0.035630,0.000480,-0.000580,0,15.244,0.897,-0.897,0,1.360,0.080,-0.080,0,473.56670,69.92260,-69.92260,0,1.49000,0.22000,-0.22000,0,Mass,0.000000,,,0,0,1.36,0.30,-0.30,0
TrES-3 b,1,1,Transit,2007,0,1.30618581,,,0,0.022820,0.000230,-0.000400,0,14.975,0.347,-0.415,0,1.336,0.031,-0.037,0,607.03000,23.83600,-25.42500,0,1.91000,0.07500,-0.08000,0,Mass,0.000000,,,0,1,0.93,0.03,-0.05,0
TrES-4 b,2,1,Transit,2007,0,3.55395000,0.00007500,-0.00007500,0,0.050840,0.000500,-0.000500,0,18.046,2.018,-2.018,0,1.610,0.180,-0.180,0,247.90740,60.38770,-60.38770,0,0.78000,0.19000,-0.19000,0,Mass,0.000000,,,0,0,1.08,0.38,-0.38,0
TrES-5 b,1,1,Transit,2011,0,1.48224686,0.00000614,-0.00000614,0,0.024590,0.000700,-0.000700,0,13.384,0.168,-0.168,0,1.194,0.015,-0.015,0,568.91570,21.61244,-21.61244,0,1.79000,0.06800,-0.06800,0,Mass,0.030000,,,1,0,0.90,0.03,-0.03,0
V1298 Tau b,3,4,Transit,2019,0,24.13960000,0.00180000,-0.00180000,0,0.168800,0.002600,-0.002600,0,10.270,0.580,-0.530,0,0.916,0.052,-0.047,0,203.41018,60.38740,-60.38740,0,0.64000,0.19000,-0.19000,0,Mass,0.290000,,,1,1,1.10,0.05,-0.05,0
V830 Tau b,1,1,Radial Velocity,2016,1,4.92700000,0.00800000,-0.00800000,0,0.057000,0.001000,-0.001000,0,14.000,,,0,1.250,,,0,222.48100,38.13960,-38.13960,0,0.70000,0.12000,-0.12000,0,Mass,0.000000,,,0,0,1.00,0.05,-0.05,0
VHS J125601.92-125723.9 b,2,1,Imaging,2015,0,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,13.675,,,0,1.220,,,0,5085.25451,317.82841,-317.82841,0,16.00000,1.00000,-1.00000,0,Mass,0.680000,0.110000,-0.100000,0,0,0.07,0.02,-0.01,0
WASP-1 b,2,1,Transit,2007,0,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,16.623,0.269,-0.381,0,1.483,0.024,-0.034,0,271.41500,18.11600,-16.52600,0,0.85400,0.05700,-0.05200,0,Mass,0.000000,,,0,0,1.24,0.05,-0.07,0
WASP-10 b,1,1,Transit,2008,0,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,12.106,0.224,-0.224,0,1.080,0.020,-0.020,0,1001.12000,41.32000,-34.96000,0,3.15000,0.13000,-0.11000,0,Mass,0.047300,0.003400,-0.002900,0,0,0.75,0.04,,0
WASP-100 b,2,1,Transit,2014,0,2.84938000,0.00000800,-0.00000800,0,0.045740,0.000930,-0.001000,0,14.908,1.569,-1.569,0,1.330,0.140,-0.140,0,400.46580,143.02350,-143.02350,0,1.26000,0.45000,-0.45000,0,Mass,0.000000,,,0,0,0.77,0.42,-0.42,0
WASP-101 b,1,1,Transit,2014,0,3.58572000,0.00000400,-0.00000400,0,0.050570,0.000850,-0.000900,0,16.029,1.009,-1.009,0,1.430,0.090,-0.090,0,162.09330,25.42640,-25.42640,0,0.51000,0.08000,-0.08000,0,Mass,0.000000,,,0,0,1.41,0.30,-0.30,0
WASP-103 b,1,1,Transit,2014,0,0.92554200,0.00001900,-0.00001900,0,0.019850,0.000210,-0.000210,0,17.127,0.818,-0.527,0,1.528,0.073,-0.047,0,473.54700,27.96800,-27.96800,0,1.49000,0.08800,-0.08800,0,Mass,0.150000,,,1,0,1.22,0.04,-0.04,0
WASP-104 b,2,1,Transit,2014,0,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,12.745,0.415,-0.415,0,1.137,0.037,-0.037,0,404.26300,14.93700,-14.93700,0,1.27200,0.04700,-0.04700,0,Mass,0.000000,,,0,0,1.08,0.05,-0.05,0
WASP-105 b,1,1,Transit,2017,0,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,10.761,0.336,-0.336,0,0.960,0.030,-0.030,0,572.09400,31.78300,-31.78300,0,1.80000,0.10000,-0.10000,0,Mass,0.000000,,,0,0,0.89,0.09,-0.09,0
WASP-106 b,1,1,Transit,2014,0,9.28971000,0.00001000,-0.00001000,0,0.091700,0.001400,-0.001400,0,11.433,3.363,-3.363,0,1.020,0.300,-0.300,0,514.88460,298.76020,-298.76020,0,1.62000,0.94000,-0.94000,0,Mass,0.000000,,,0,0,0.93,0.80,-0.80,0
WASP-107 b,1,2,Transit,2017,0,5.72147420,,,0,0.055000,0.001000,-0.001000,0,10.536,0.224,-0.224,0,0.940,0.020,-0.020,0,30.50000,1.70000,-1.70000,0,0.09600,0.00500,-0.00500,0,Mass,0.060000,0.040000,-0.040000,0,0,0.68,0.02,-0.02,0
WASP-11 b,3,1,Transit,2008,0,3.72247000,0.00000700,-0.00000700,0,0.043500,0.000600,-0.000600,0,12.442,1.121,-1.121,0,1.110,0.100,-0.100,0,251.08570,54.03110,-54.03110,0,0.79000,0.17000,-0.17000,0,Mass,0.000000,,,0,0,1.42,0.43,-0.43,0
WASP-113 b,1,1,Transit,2016,0,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,15.793,1.076,-1.569,0,1.409,0.096,-0.140,0,150.96925,17.16282,-16.52716,0,0.47500,0.05400,-0.05200,0,Mass,0.000000,,,0,0,1.32,0.07,-0.07,0
WASP-114 b,2,1,Transit,2016,0,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,15.009,0.717,-0.717,0,1.339,0.064,-0.064,0,562.24127,20.34112,-20.34112,0,1.76900,0.06400,-0.06400,0,Mass,0.012000,0.022000,-0.009000,0,0,1.29,0.05,-0.05,0
WASP-117 b,1,1,Transit,2014,0,10.02165000,0.00055000,-0.00055000,0,0.094590,0.000840,-0.000790,0,11.882,0.785,-0.785,0,1.060,0.070,-0.070,0,95.34900,15.89150,-15.89150,0,0.30000,0.05000,-0.05000,0,Mass,0.300000,0.020000,-0.020000,0,0,1.29,0.30,-0.30,0
WASP-118 b,1,1,Transit,2016,0,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,16.141,0.404,-0.404,0,1.440,0.036,-0.036,0,163.36462,6.35660,-6.35660,0,0.51400,0.02000,-0.02000,0,Mass,0.000000,,,0,0,1.32,0.04,-0.04,0
WASP-119 b,1,1,Transit,2016,0,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,15.693,2.242,-2.242,0,1.400,0.200,-0.200,0,390.93090,25.42640,-25.42640,0,1.23000,0.08000,-0.08000,0,Mass,0.058000,,,1,0,1.02,0.06,-0.06,0
WASP-12 b,3,1,Transit,2008,0,1.09142000,0.00000014,-0.00000014,0,0.023200,0.000640,-0.000640,0,21.712,0.628,-0.628,0,1.937,0.056,-0.056,0,465.62095,25.10857,-25.10857,0,1.46500,0.07900,-0.07900,0,Mass,0.044700,0.004300,-0.004300,0,0,1.43,0.11,-0.11,0
WASP-120 b,1,1,Transit,2016,0,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,16.511,1.076,-1.076,0,1.473,0.096,-0.096,0,1541.47550,66.74430,-66.74430,0,4.85000,0.21000,-0.21000,0,Mass,0.057000,0.022000,-0.018000,0,0,1.39,0.06,-0.06,0
